record_id,system_name,system_type,state_or_region,latitude,longitude,coordinate_status,ecological_region,annual_rainfall_mm_est,soil_type,water_harvesting_principle,cultural_environmental_reason,primary_purpose,advantages,current_condition,maintenance_model,revival_efforts,government_initiatives,groundwater_recharge_potential,water_storage_type,community_management,climate_resilience_score,sustainability_score,data_source_type,contributor,image_url,contextual_details,source_reference,cluster,cluster_name
IWMS100,Kuhl - representative site 100,Kuhl,Himachal Pradesh,31.78512,77.10414,Representative regional coordinate - VERIFY before publication,Mountain,1351,Mountain/alluvial,Gravity channel diverts stream/snowmelt water to fields,mountain terrain; seasonal flows,Irrigation,gravity irrigation; low energy,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Underground,Low,84.9,42.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS101,Apatani - representative site 101,Apatani,Arunachal Pradesh,27.47215,93.73172,Representative regional coordinate - VERIFY before publication,Humid mountain,2052,Mountain/lateritic,Terraced fields regulate/reuse stream water for integrated agriculture,high rainfall; valley agriculture,Integrated agriculture,water efficiency; erosion control; integrated farming,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Low,84.9,54.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS102,Zabo - representative site 102,Zabo,Nagaland,25.63129,94.02764,Representative regional coordinate - VERIFY before publication,Humid mountain,2486,Mountain/lateritic,Runoff from forested hills collected and routed through ponds/fields,high rainfall; steep terrain; integrated farming,Agriculture / livestock,multi-use water; erosion control; reuse,Partially functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,Low,58.6,60.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS103,Bamboo Drip Irrigation - representative site 103,Bamboo Drip Irrigation,Meghalaya,25.5547,91.83347,Representative regional coordinate - VERIFY before publication,Humid mountain,1626,Mountain/lateritic,Bamboo channels convey small controlled flows from springs/streams,steep terrain; smallholder agriculture,Smallholder irrigation,low-cost; gravity-fed; precise delivery,Needs restoration,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,High,82.0,58.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS104,Kere - representative site 104,Kere,Karnataka,15.31315,75.73869,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,937,Red/black/alluvial,Village tank stores runoff for irrigation and recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Partially functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Low,81.0,67.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS105,Kalyani - representative site 105,Kalyani,Karnataka,15.228,75.60088,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,669,Red/black/alluvial,Masonry temple tank stores rain/runoff and interacts with groundwater,temple/community use; seasonal water,Community/cultural water,storage; cultural use; recharge,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,Moderate,70.5,57.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS106,Katta - representative site 106,Katta,Karnataka,15.28904,75.81785,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,926,Red/black/alluvial,Small check dam slows and stores stream/runoff,seasonal streams; agriculture,Irrigation / recharge,recharge; irrigation; low cost,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Unknown,92.6,68.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS107,Eri - representative site 107,Eri,Tamil Nadu,11.07714,78.70567,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,761,Red/black/alluvial,Interconnected tank network stores monsoon runoff and releases it for irrigation,seasonal monsoon; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Unknown,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Surface,Low,76.8,67.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS108,Oorani - representative site 108,Oorani,Tamil Nadu,11.24468,78.62608,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,853,Red/black/alluvial,Village pond collects and stores rainwater,drinking/community water needs,Drinking water / community use,local storage; recharge,Partially functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,High,81.5,71.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS109,Surangam - representative site 109,Surangam,Kerala,10.88401,76.29332,Representative regional coordinate - VERIFY before publication,Humid lateritic,1843,Lateritic,Horizontal groundwater tunnel drains water by gravity,lateritic hills; spring/groundwater access,Domestic water / irrigation,gravity supply; low evaporation; low energy,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Integrated,Moderate,57.7,52.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS110,Korambu - representative site 110,Korambu,Kerala,10.91364,76.19972,Representative regional coordinate - VERIFY before publication,Humid monsoon,2242,Lateritic/alluvial,Temporary river-bank barrier diverts water toward fields,seasonal river flow; paddy farming,Paddy irrigation,low-cost diversion; irrigation,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Integrated,High,66.1,50.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS111,Phad - representative site 111,Phad,Maharashtra,19.86617,75.82701,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,926,Red/black/alluvial,Diversion weir and channel network distributes river water to farm blocks,seasonal rivers; community irrigation,Irrigation,gravity irrigation; shared allocation,Partially functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Surface,Moderate,55.6,68.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS112,Bhandara - representative site 112,Bhandara,Maharashtra,19.8196,75.6471,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,815,Red/black/alluvial,Low diversion structure raises/diverts river water,seasonal river flows; agriculture,Irrigation,simple diversion; gravity irrigation,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,High,84.8,50.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS113,Ramtek Model - representative site 113,Ramtek Model,Maharashtra,19.7443,75.77672,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,912,Red/black/alluvial,Tank cascade/catchment management stores and transfers runoff,monsoon variability; agriculture,Irrigation / recharge,storage cascade; recharge; runoff control,Functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,High,84.1,83.8,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS114,Pat System - representative site 114,Pat System,Madhya Pradesh,23.3581,77.44814,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,804,Red/black/alluvial,Small diversion structures route streamwater through channels to fields,hilly terrain; seasonal streams,Irrigation,gravity irrigation; low energy,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Unknown,82.4,81.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS115,Chandela/Bundela Tank - representative site 115,Chandela/Bundela Tank,Madhya Pradesh,23.25766,77.50833,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,687,Red/black/alluvial,Large historic tanks capture monsoon runoff,Bundelkhand seasonality and agriculture,Irrigation / community water,storage; recharge; drought buffering,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Underground,Low,70.2,41.8,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS116,Virda - representative site 116,Virda,Gujarat,22.28337,71.14078,Representative regional coordinate - VERIFY before publication,Arid/coastal,558,Sandy/saline,Freshwater lenses in sandy terrain are accessed through shallow pits,Kutch water scarcity and saline surroundings,Drinking water,local freshwater access; simple construction,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Surface,Moderate,72.2,75.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS117,Karez - representative site 117,Karez,Rajasthan,26.34314,72.97932,Representative regional coordinate - VERIFY before publication,Arid,461,Sandy/loamy,Underground gallery conveys groundwater by gravity,arid climate; evaporation reduction,Domestic water / irrigation,gravity supply; low evaporation,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,67.5,65.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS118,Zing - representative site 118,Zing,Ladakh,34.09117,77.68886,Representative regional coordinate - VERIFY before publication,Cold arid,140,Sandy/gravelly,Small storage collects seasonal glacial/snowmelt water,cold-arid agriculture dependent on meltwater,Agriculture / settlement water,seasonal storage; gravity distribution,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Surface,Low,87.5,59.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS119,Cheruvu - representative site 119,Cheruvu,Telangana/Andhra Pradesh,16.51353,80.67075,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,937,Red/black/alluvial,Village tank stores runoff for irrigation/recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Channel/diversion,High,93.7,65.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS120,Jackwell - representative site 120,Jackwell,Andaman & Nicobar,11.6941,92.7044,Representative regional coordinate - VERIFY before publication,Humid tropical,3091,Alluvial/lateritic,Tree/canopy runoff collected and conveyed to pits/wells,island settlements; heavy rainfall,Local water supply,simple collection; local supply,Partially functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,High,69.0,76.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,4,Cluster 4 - Very High Rainfall
IWMS121,Stepwell - representative site 121,Stepwell,Rajasthan,26.2635,72.90757,Representative regional coordinate - VERIFY before publication,Semi-arid,592,Sandy/loamy,Groundwater access via deep stepped masonry; rainwater infiltration/storage,"community water supply, shade, social/religious use",Drinking water / community use,water access; passive cooling; durable structure,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,High,79.4,79.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS122,Johad - representative site 122,Johad,Rajasthan,26.28788,73.04643,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,414,Sandy/loamy,Earthen check dam captures monsoon runoff and promotes aquifer recharge,seasonal rainfall; livestock; agriculture; community water security,Groundwater recharge / livestock / agriculture,low cost; recharge; soil moisture; drought resilience,Needs restoration,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Underground,High,62.3,52.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS123,Khadin - representative site 123,Khadin,Rajasthan,26.16438,73.03776,Representative regional coordinate - VERIFY before publication,Arid,267,Sandy/loamy,Earthen bund retains runoff on agricultural land and conserves soil moisture,very low rainfall; dryland farming,Dryland agriculture,runoff harvesting; crop moisture; no pumping required,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Groundwater-linked,Unknown,71.8,67.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS124,Tanka - representative site 124,Tanka,Rajasthan,26.21182,72.96881,Representative regional coordinate - VERIFY before publication,Arid,434,Sandy/loamy,Roof/courtyard runoff stored in underground tank,scarce rainfall; potable-water security,Drinking water / household storage,low evaporation; household storage; dry-season supply,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,High,82.0,70.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS125,Kund - representative site 125,Kund,Rajasthan,26.1953,73.03887,Representative regional coordinate - VERIFY before publication,Arid,374,Sandy/loamy,Catchment runoff directed into lined storage depression,desert settlements; rainfall scarcity,Drinking water / storage,protected storage; efficient collection,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,High,68.8,68.8,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS126,Nadi - representative site 126,Nadi,Rajasthan,26.15661,73.04277,Representative regional coordinate - VERIFY before publication,Arid,401,Sandy/loamy,Village depression/pond stores seasonal runoff,livestock and village water needs,Livestock / community water,simple storage; recharge; multiple uses,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,High,55.3,54.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS127,Jhalara - representative site 127,Jhalara,Rajasthan,26.20234,72.9307,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,470,Sandy/loamy,Stepped masonry reservoir provides access to stored water/groundwater,community and cultural use in dry climate,Community water / cultural use,water access; shade; durable masonry,Needs restoration,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Unknown,62.0,52.9,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS128,Baoli/Baori - representative site 128,Baoli/Baori,Rajasthan,26.22125,73.04888,Representative regional coordinate - VERIFY before publication,Arid/Semi-arid,656,Sandy/loamy,Stepped well provides access to deep water,hot climate; settlement water supply,Drinking water / community use,storage/access; cooling; community use,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Surface,Unknown,55.7,65.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS129,Ahar-Pyne - representative site 129,Ahar-Pyne,Bihar,24.85108,85.08691,Representative regional coordinate - VERIFY before publication,Sub-humid monsoon,1194,Alluvial,Pynes divert floodwater into ahar storage basins and fields,seasonal floods and agriculture in South Bihar,Irrigation / floodwater management,flood management; irrigation; silt deposition,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,High,93.6,60.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,5,Cluster 5 - High Rainfall
IWMS130,Kuhl - representative site 130,Kuhl,Himachal Pradesh,31.67125,77.25743,Representative regional coordinate - VERIFY before publication,Mountain,1371,Mountain/alluvial,Gravity channel diverts stream/snowmelt water to fields,mountain terrain; seasonal flows,Irrigation,gravity irrigation; low energy,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Surface,Moderate,72.4,65.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS131,Apatani - representative site 131,Apatani,Arunachal Pradesh,27.52611,93.71888,Representative regional coordinate - VERIFY before publication,Humid mountain,2391,Mountain/lateritic,Terraced fields regulate/reuse stream water for integrated agriculture,high rainfall; valley agriculture,Integrated agriculture,water efficiency; erosion control; integrated farming,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,High,75.4,55.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS132,Zabo - representative site 132,Zabo,Nagaland,25.57737,94.12239,Representative regional coordinate - VERIFY before publication,Humid mountain,2427,Mountain/lateritic,Runoff from forested hills collected and routed through ponds/fields,high rainfall; steep terrain; integrated farming,Agriculture / livestock,multi-use water; erosion control; reuse,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Low,62.9,54.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
